air_intrinsic_declare,n_os,os_list,example_module
declare i64 @air.convert.u.i64.s.i32.rtp.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i32.rtz(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i32.rtz.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i64.rte(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i64.rte.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i64.rtn(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i64.rtn.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i64.rtp(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i64.rtp.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i64.rtz(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i64.rtz.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i8.rte(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i8.rte.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i8.rtn(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i8.rtn.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i8.rtp(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i8.rtp.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i8.rtz(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i8.rtz.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i16.rte(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i16.rte.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i16.rtn(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i16.rtn.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i16.rtp(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i16.rtp.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i16.rtz(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i16.rtz.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i32.rte(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i32.rte.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i32.rtn(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i32.rtn.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i32.rtp(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i32.rtp.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i32.rtz(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i32.rtz.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i8.rte(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i8.rte.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i8.rtn(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i8.rtn.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i8.rtp(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i8.rtp.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i8.rtz(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.u.i8.rtz.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
"declare i64 @air.hadd.s.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.hadd.u.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.mad_hi.s.i64(i64, i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.mad_hi.u.i64(i64, i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.mad_sat.s.i64(i64, i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.mad_sat.u.i64(i64, i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.max.s.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.max.u.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.min.s.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.min.u.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.mul_hi.s.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.mul_hi.u.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
declare i64 @air.popcount.i64(i64) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.rhadd.s.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.rhadd.u.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.rotate.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.sub_sat.s.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.sub_sat.u.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
declare i8 @air.abs.s.i8(i8) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!integer.metal.air
declare i8 @air.abs.u.i8(i8) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i8 @air.abs_diff.s.i8(i8, i8) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i8 @air.abs_diff.u.i8(i8, i8) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i8 @air.add_sat.s.i8(i8, i8) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i8 @air.add_sat.u.i8(i8, i8) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i8 @air.clamp.s.i8(i8, i8, i8) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i8 @air.clamp.u.i8(i8, i8, i8) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i8 @air.clz.i8(i8, i1) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
declare i8 @air.convert.s.i8.f.f16.rte(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f16.rte.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f16.rtn(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f16.rtn.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f16.rtp(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f16.rtp.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f16.rtz(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f16.rtz.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f32.rte(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f32.rte.sat(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f32.rtn(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f32.rtn.sat(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f32.rtp(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f32.rtp.sat(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f32.rtz(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f32.rtz.sat(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f64.rte(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f64.rte.sat(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f64.rtn(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f64.rtn.sat(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f64.rtp(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f64.rtp.sat(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f64.rtz(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.f.f64.rtz.sat(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i16.rte(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i16.rte.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i16.rtn(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i16.rtn.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i16.rtp(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i16.rtp.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i16.rtz(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i16.rtz.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i32.rte(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i32.rte.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i32.rtn(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i32.rtn.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i32.rtp(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i32.rtp.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i32.rtz(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i32.rtz.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i64.rte(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i64.rte.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i64.rtn(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i64.rtn.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i64.rtp(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i64.rtp.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i64.rtz(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.s.i64.rtz.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i16.rte(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i16.rte.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i16.rtn(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i16.rtn.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i16.rtp(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i16.rtp.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i16.rtz(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i16.rtz.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i32.rte(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i32.rte.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i32.rtn(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i32.rtn.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i32.rtp(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i32.rtp.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i32.rtz(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i32.rtz.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i64.rte(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i64.rte.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i64.rtn(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i64.rtn.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i64.rtp(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i64.rtp.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i64.rtz(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i64.rtz.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i8.rte(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i8.rte.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i8.rtn(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i8.rtn.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i8.rtp(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i8.rtp.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i8.rtz(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.s.i8.u.i8.rtz.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.u.i8.f.f16.rte(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.u.i8.f.f16.rte.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.u.i8.f.f16.rtn(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.u.i8.f.f16.rtn.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.u.i8.f.f16.rtp(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.u.i8.f.f16.rtp.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.u.i8.f.f16.rtz(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.u.i8.f.f16.rtz.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.u.i8.f.f32.rte(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.u.i8.f.f32.rte.sat(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.u.i8.f.f32.rtn(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i8 @air.convert.u.i8.f.f32.rtn.sat(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
