layer,component,item,kind,n_items,ir_vocab,evidence,source_ref,implement_status,notes
L1-headers,__bits/metal_depth2d,__bits/metal_depth2d,header,252,,apple_stdlib_headers,include/metal/__bits/metal_depth2d,inventory,builtins=16 classes=5 pub_types=12
L1-headers,__bits/metal_depth2d_array,__bits/metal_depth2d_array,header,258,,apple_stdlib_headers,include/metal/__bits/metal_depth2d_array,inventory,builtins=17 classes=5 pub_types=12
L1-headers,__bits/metal_depth2d_ms,__bits/metal_depth2d_ms,header,48,,apple_stdlib_headers,include/metal/__bits/metal_depth2d_ms,inventory,builtins=8 classes=3 pub_types=8
L1-headers,__bits/metal_depth2d_ms_array,__bits/metal_depth2d_ms_array,header,54,,apple_stdlib_headers,include/metal/__bits/metal_depth2d_ms_array,inventory,builtins=9 classes=3 pub_types=8
L1-headers,__bits/metal_depthcube,__bits/metal_depthcube,header,252,,apple_stdlib_headers,include/metal/__bits/metal_depthcube,inventory,builtins=16 classes=5 pub_types=12
L1-headers,__bits/metal_depthcube_array,__bits/metal_depthcube_array,header,258,,apple_stdlib_headers,include/metal/__bits/metal_depthcube_array,inventory,builtins=17 classes=5 pub_types=12
L1-headers,__bits/metal_texture1d,__bits/metal_texture1d,header,240,,apple_stdlib_headers,include/metal/__bits/metal_texture1d,inventory,builtins=24 classes=12 pub_types=27
L1-headers,__bits/metal_texture1d_array,__bits/metal_texture1d_array,header,246,,apple_stdlib_headers,include/metal/__bits/metal_texture1d_array,inventory,builtins=25 classes=12 pub_types=27
L1-headers,__bits/metal_texture2d,__bits/metal_texture2d,header,342,,apple_stdlib_headers,include/metal/__bits/metal_texture2d,inventory,builtins=29 classes=13 pub_types=29
L1-headers,__bits/metal_texture2d_array,__bits/metal_texture2d_array,header,348,,apple_stdlib_headers,include/metal/__bits/metal_texture2d_array,inventory,builtins=30 classes=13 pub_types=29
L1-headers,__bits/metal_texture2d_ms,__bits/metal_texture2d_ms,header,48,,apple_stdlib_headers,include/metal/__bits/metal_texture2d_ms,inventory,builtins=8 classes=3 pub_types=9
L1-headers,__bits/metal_texture2d_ms_array,__bits/metal_texture2d_ms_array,header,54,,apple_stdlib_headers,include/metal/__bits/metal_texture2d_ms_array,inventory,builtins=9 classes=3 pub_types=9
L1-headers,__bits/metal_texture3d,__bits/metal_texture3d,header,336,,apple_stdlib_headers,include/metal/__bits/metal_texture3d,inventory,builtins=29 classes=12 pub_types=27
L1-headers,__bits/metal_texture_buffer,__bits/metal_texture_buffer,header,198,,apple_stdlib_headers,include/metal/__bits/metal_texture_buffer,inventory,builtins=21 classes=11 pub_types=24
L1-headers,__bits/metal_texture_common,__bits/metal_texture_common,header,1,,apple_stdlib_headers,include/metal/__bits/metal_texture_common,inventory,builtins=2 classes=1 pub_types=58
L1-headers,__bits/metal_texturecube,__bits/metal_texturecube,header,342,,apple_stdlib_headers,include/metal/__bits/metal_texturecube,inventory,builtins=29 classes=13 pub_types=31
L1-headers,__bits/metal_texturecube_array,__bits/metal_texturecube_array,header,348,,apple_stdlib_headers,include/metal/__bits/metal_texturecube_array,inventory,builtins=30 classes=13 pub_types=31
L1-headers,__exec/units.h,__exec/units.h,header,1,,apple_stdlib_headers,include/metal/__exec/units.h,inventory,builtins=1 classes=1 pub_types=16
L1-headers,metal_array,metal_array,header,32,,apple_stdlib_headers,include/metal/metal_array,inventory,builtins=0 classes=1 pub_types=9
L1-headers,metal_atomic,metal_atomic,header,25,,apple_stdlib_headers,include/metal/metal_atomic,inventory,builtins=14 classes=0 pub_types=29
L1-headers,metal_command_buffer,metal_command_buffer,header,74,,apple_stdlib_headers,include/metal/metal_command_buffer,inventory,builtins=37 classes=5 pub_types=8
L1-headers,metal_common,metal_common,header,228,,apple_stdlib_headers,include/metal/metal_common,inventory,builtins=4 classes=2 pub_types=0
L1-headers,metal_compute,metal_compute,header,4,,apple_stdlib_headers,include/metal/metal_compute,inventory,builtins=2 classes=0 pub_types=3
L1-headers,metal_geometric,metal_geometric,header,183,,apple_stdlib_headers,include/metal/metal_geometric,inventory,builtins=1 classes=3 pub_types=5
L1-headers,metal_graphics,metal_graphics,header,43,,apple_stdlib_headers,include/metal/metal_graphics,inventory,builtins=8 classes=1 pub_types=3
L1-headers,metal_imageblocks,metal_imageblocks,header,17,,apple_stdlib_headers,include/metal/metal_imageblocks,inventory,builtins=11 classes=2 pub_types=20
L1-headers,metal_integer,metal_integer,header,2160,,apple_stdlib_headers,include/metal/metal_integer,inventory,builtins=24 classes=1 pub_types=0
L1-headers,metal_interpolate,metal_interpolate,header,8,,apple_stdlib_headers,include/metal/metal_interpolate,inventory,builtins=8 classes=1 pub_types=5
L1-headers,metal_logging,metal_logging,header,6,,apple_stdlib_headers,include/metal/metal_logging,inventory,builtins=1 classes=1 pub_types=1
L1-headers,metal_math,metal_math,header,3270,,apple_stdlib_headers,include/metal/metal_math,inventory,builtins=47 classes=3 pub_types=0
L1-headers,metal_matrix,metal_matrix,header,444,,apple_stdlib_headers,include/metal/metal_matrix,inventory,builtins=0 classes=1 pub_types=1
L1-headers,metal_mesh,metal_mesh,header,7,,apple_stdlib_headers,include/metal/metal_mesh,inventory,builtins=6 classes=4 pub_types=6
L1-headers,metal_numeric,metal_numeric,header,2,,apple_stdlib_headers,include/metal/metal_numeric,inventory,builtins=0 classes=1 pub_types=0
L1-headers,metal_pack,metal_pack,header,64,,apple_stdlib_headers,include/metal/metal_pack,inventory,builtins=16 classes=1 pub_types=0
L1-headers,metal_quadgroup,metal_quadgroup,header,29,,apple_stdlib_headers,include/metal/metal_quadgroup,inventory,builtins=27 classes=0 pub_types=5
L1-headers,metal_raytracing,metal_raytracing,header,165,,apple_stdlib_headers,include/metal/metal_raytracing,inventory,builtins=81 classes=16 pub_types=126
L1-headers,metal_relational,metal_relational,header,372,,apple_stdlib_headers,include/metal/metal_relational,inventory,builtins=3 classes=3 pub_types=0
L1-headers,metal_simdgroup,metal_simdgroup,header,31,,apple_stdlib_headers,include/metal/metal_simdgroup,inventory,builtins=30 classes=1 pub_types=7
L1-headers,metal_simdgroup_matrix,metal_simdgroup_matrix,header,7,,apple_stdlib_headers,include/metal/metal_simdgroup_matrix,inventory,builtins=5 classes=5 pub_types=18
L1-headers,metal_tensor,metal_tensor,header,58,,apple_stdlib_headers,include/metal/metal_tensor,inventory,builtins=12 classes=5 pub_types=83
L1-headers,metal_tessellation,metal_tessellation,header,2,,apple_stdlib_headers,include/metal/metal_tessellation,inventory,builtins=2 classes=1 pub_types=5
L1-headers,metal_vertex_value,metal_vertex_value,header,1,,apple_stdlib_headers,include/metal/metal_vertex_value,inventory,builtins=1 classes=1 pub_types=1
L1-headers,metal_visible_function_table,metal_visible_function_table,header,10,,apple_stdlib_headers,include/metal/metal_visible_function_table,inventory,builtins=9 classes=1 pub_types=3
L2-metal-builtins,builtin-vocabulary,__metal_* 全体,vocab,686,see builtin_to_air_map.v2.csv,this_repo_inference,data/builtin_to_air_map.v2.csv,inventory,"evidence: {'inferred': 392, 'observed_ir': 97, 'probed_xcode_ll': 178, 'observed_airconv': 17, 'rtlib_layer_backing': 2}"
L3-air-impl,air_impl,__air_impl_convert_f_f64_f_f32,func,1,air.clz.i64,apple_rtlib_ir,data/callgraph_air_impl.csv,inventory,2-hop 以内に到達する直接 air 呼出
L3-air-impl,air_impl,__air_impl_os_log,func,1,air.atomic.fence,apple_rtlib_ir,data/callgraph_air_impl.csv,inventory,2-hop 以内に到達する直接 air 呼出
L3-air-impl,air_impl,__air_impl_os_log,func,1,air.get_private_data,apple_rtlib_ir,data/callgraph_air_impl.csv,inventory,2-hop 以内に到達する直接 air 呼出
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_commit_bounding_box_intersection_intersection_query_multi_level_instancing,module,1,,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_commit_bounding_box_intersection_intersection_query_multi_level_instancing,inventory,air=0 llvm=1 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_commit_bounding_box_intersection_intersection_query_multi_level_instancing_curve_data,module,1,,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_commit_bounding_box_intersection_intersection_query_multi_level_instancing_curve_data,inventory,air=0 llvm=1 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_commit_bounding_box_intersection_intersection_query_multi_level_instancing_triangle_data,module,1,,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_commit_bounding_box_intersection_intersection_query_multi_level_instancing_triangle_data,inventory,air=0 llvm=1 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_commit_bounding_box_intersection_intersection_query_multi_level_instancing_triangle_data_curve_data,module,1,,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_commit_bounding_box_intersection_intersection_query_multi_level_instancing_triangle_data_curve_data,inventory,air=0 llvm=1 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_commit_curve_intersection_intersection_query_multi_level_instancing,module,1,,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_commit_curve_intersection_intersection_query_multi_level_instancing,inventory,air=0 llvm=1 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_commit_curve_intersection_intersection_query_multi_level_instancing_curve_data,module,1,,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_commit_curve_intersection_intersection_query_multi_level_instancing_curve_data,inventory,air=0 llvm=1 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_commit_curve_intersection_intersection_query_multi_level_instancing_triangle_data,module,1,,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_commit_curve_intersection_intersection_query_multi_level_instancing_triangle_data,inventory,air=0 llvm=1 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_commit_curve_intersection_intersection_query_multi_level_instancing_triangle_data_curve_data,module,1,,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_commit_curve_intersection_intersection_query_multi_level_instancing_triangle_data_curve_data,inventory,air=0 llvm=1 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_commit_triangle_intersection_intersection_query_multi_level_instancing,module,1,,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_commit_triangle_intersection_intersection_query_multi_level_instancing,inventory,air=0 llvm=1 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_commit_triangle_intersection_intersection_query_multi_level_instancing_curve_data,module,1,,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_commit_triangle_intersection_intersection_query_multi_level_instancing_curve_data,inventory,air=0 llvm=1 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_commit_triangle_intersection_intersection_query_multi_level_instancing_triangle_data,module,1,,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_commit_triangle_intersection_intersection_query_multi_level_instancing_triangle_data,inventory,air=0 llvm=1 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_commit_triangle_intersection_intersection_query_multi_level_instancing_triangle_data_curve_data,module,1,,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_commit_triangle_intersection_intersection_query_multi_level_instancing_triangle_data_curve_data,inventory,air=0 llvm=1 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect,inventory,air=8 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_curve_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_curve_data,inventory,air=8 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_curve_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_curve_data_primitive_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing,inventory,air=8 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_curve_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_curve_data,inventory,air=8 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_curve_data_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_curve_data_instance_motion,inventory,air=11 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_curve_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_curve_data_primitive_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_curve_data_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_curve_data_primitive_motion_instance_motion,inventory,air=13 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_curve_data_world_space_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_curve_data_world_space_data,inventory,air=8 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_curve_data_world_space_data_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_curve_data_world_space_data_instance_motion,inventory,air=11 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_curve_data_world_space_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_curve_data_world_space_data_primitive_motion,inventory,air=13 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_curve_data_world_space_data_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_curve_data_world_space_data_primitive_motion_instance_motion,inventory,air=13 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_instance_motion,inventory,air=11 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_primitive_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_primitive_motion_instance_motion,inventory,air=13 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data,inventory,air=8 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_curve_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_curve_data,inventory,air=8 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_curve_data_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_curve_data_instance_motion,inventory,air=11 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_curve_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_curve_data_primitive_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_curve_data_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_curve_data_primitive_motion_instance_motion,inventory,air=13 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_curve_data_world_space_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_curve_data_world_space_data,inventory,air=8 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_curve_data_world_space_data_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_curve_data_world_space_data_instance_motion,inventory,air=11 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_curve_data_world_space_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_curve_data_world_space_data_primitive_motion,inventory,air=13 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_curve_data_world_space_data_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_curve_data_world_space_data_primitive_motion_instance_motion,inventory,air=13 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_instance_motion,inventory,air=11 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_primitive_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_primitive_motion_instance_motion,inventory,air=13 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_world_space_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_world_space_data,inventory,air=8 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_world_space_data_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_world_space_data_instance_motion,inventory,air=11 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_world_space_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_world_space_data_primitive_motion,inventory,air=13 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_triangle_data_world_space_data_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_triangle_data_world_space_data_primitive_motion_instance_motion,inventory,air=13 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_world_space_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_world_space_data,inventory,air=8 llvm=3 int=0
