layer,component,item,kind,n_items,ir_vocab,evidence,source_ref,implement_status,notes
L4-rtlib,libpost_mesh_dump_rt_xros.rtlib,__post_mesh_dump_impl_trace_mesh_entry,module,1,air.wg.barrier,apple_rtlib_ir,lib/darwin/libpost_mesh_dump_rt_xros.rtlib::__post_mesh_dump_impl_trace_mesh_entry,inventory,air=1 llvm=0 int=0
L4-rtlib,libpost_mesh_dump_rt_xrossim.rtlib,__loweringlib.internal.0,module,1,air.any;air.atomic.global.add.u;air.atomic.global.max.u,apple_rtlib_ir,lib/darwin/libpost_mesh_dump_rt_xrossim.rtlib::__loweringlib.internal.0,inventory,air=3 llvm=0 int=0
L4-rtlib,libpost_mesh_dump_rt_xrossim.rtlib,__post_mesh_dump_impl_trace_mesh_entry,module,1,air.wg.barrier,apple_rtlib_ir,lib/darwin/libpost_mesh_dump_rt_xrossim.rtlib::__post_mesh_dump_impl_trace_mesh_entry,inventory,air=1 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__loweringlib.internal.0,module,1,air.atomic.global.add.u;air.atomic.global.load;air.atomic.global.store;air.atomic.global.sub.u,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__loweringlib.internal.0,inventory,air=4 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__loweringlib.internal.1,module,1,air.atomic.global.or.u,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__loweringlib.internal.1,inventory,air=1 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__loweringlib.internal.2,module,1,air.atomic.global.or.u,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__loweringlib.internal.2,inventory,air=1 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_command_buffer_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_command_buffer_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_command_buffer_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_command_buffer_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_compute_pipeline_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_compute_pipeline_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_compute_pipeline_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_compute_pipeline_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_instance_acceleration_structure_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_instance_acceleration_structure_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_instance_acceleration_structure_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_instance_acceleration_structure_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_intersection_function_table_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_intersection_function_table_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_intersection_function_table_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_intersection_function_table_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_primitive_acceleration_structure_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_primitive_acceleration_structure_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_primitive_acceleration_structure_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_primitive_acceleration_structure_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_read.p1i8.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_read.p1i8.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_read.p1i8.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_read.p1i8.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_read.p2i8.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_read.p2i8.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_read.p2i8.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_read.p2i8.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_render_pipeline_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_render_pipeline_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_render_pipeline_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_render_pipeline_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_sampler_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_sampler_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_sampler_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_sampler_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_texture_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_texture_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_texture_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_texture_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_visible_function_table_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_visible_function_table_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_patching_visible_function_table_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_patching_visible_function_table_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_buffer_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_buffer_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_buffer_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_buffer_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_command_buffer_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_command_buffer_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_command_buffer_sample,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_command_buffer_sample,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_command_buffer_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_command_buffer_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_compute_pipeline_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_compute_pipeline_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_compute_pipeline_sample,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_compute_pipeline_sample,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_compute_pipeline_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_compute_pipeline_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_depth_stencil_state_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_depth_stencil_state_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_depth_stencil_state_sample,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_depth_stencil_state_sample,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_depth_stencil_state_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_depth_stencil_state_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_instance_acceleration_structure_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_instance_acceleration_structure_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_instance_acceleration_structure_sample,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_instance_acceleration_structure_sample,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_instance_acceleration_structure_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_instance_acceleration_structure_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_intersection_function_table_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_intersection_function_table_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_intersection_function_table_sample,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_intersection_function_table_sample,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_intersection_function_table_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_intersection_function_table_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_primitive_acceleration_structure_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_primitive_acceleration_structure_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_primitive_acceleration_structure_sample,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_primitive_acceleration_structure_sample,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_primitive_acceleration_structure_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_primitive_acceleration_structure_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_render_pipeline_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_render_pipeline_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_render_pipeline_sample,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_render_pipeline_sample,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_render_pipeline_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_render_pipeline_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_sampler_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_sampler_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_sampler_sample,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_sampler_sample,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_sampler_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_sampler_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_tensor_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_tensor_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_tensor_sample,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_tensor_sample,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_tensor_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_tensor_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_texture_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_texture_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_texture_sample,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_texture_sample,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_texture_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_texture_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_visible_function_table_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_visible_function_table_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_visible_function_table_sample,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_visible_function_table_sample,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_ios.rtlib,__resource_tracking_impl_usage_visible_function_table_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_ios.rtlib::__resource_tracking_impl_usage_visible_function_table_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__loweringlib.internal.0,module,1,air.atomic.global.add.u;air.atomic.global.load;air.atomic.global.store;air.atomic.global.sub.u,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__loweringlib.internal.0,inventory,air=4 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__loweringlib.internal.1,module,1,air.atomic.global.or.u,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__loweringlib.internal.1,inventory,air=1 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__loweringlib.internal.2,module,1,air.atomic.global.or.u,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__loweringlib.internal.2,inventory,air=1 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_command_buffer_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_command_buffer_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_command_buffer_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_command_buffer_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_compute_pipeline_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_compute_pipeline_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_compute_pipeline_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_compute_pipeline_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_instance_acceleration_structure_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_instance_acceleration_structure_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_instance_acceleration_structure_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_instance_acceleration_structure_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_intersection_function_table_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_intersection_function_table_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_intersection_function_table_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_intersection_function_table_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_primitive_acceleration_structure_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_primitive_acceleration_structure_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_primitive_acceleration_structure_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_primitive_acceleration_structure_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_read.p1i8.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_read.p1i8.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_read.p1i8.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_read.p1i8.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_read.p2i8.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_read.p2i8.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_read.p2i8.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_read.p2i8.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_render_pipeline_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_render_pipeline_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_render_pipeline_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_render_pipeline_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_sampler_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_sampler_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_sampler_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_sampler_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_texture_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_texture_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_texture_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_texture_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_visible_function_table_read.p1i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_visible_function_table_read.p1i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_patching_visible_function_table_read.p2i8,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_patching_visible_function_table_read.p2i8,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_usage_buffer_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_usage_buffer_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_usage_buffer_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_usage_buffer_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_usage_command_buffer_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_usage_command_buffer_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_usage_command_buffer_sample,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_usage_command_buffer_sample,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_usage_command_buffer_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_usage_command_buffer_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_usage_compute_pipeline_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_usage_compute_pipeline_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_usage_compute_pipeline_sample,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_usage_compute_pipeline_sample,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_usage_compute_pipeline_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_usage_compute_pipeline_write,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_usage_depth_stencil_state_read,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_usage_depth_stencil_state_read,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_usage_depth_stencil_state_sample,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_usage_depth_stencil_state_sample,inventory,air=0 llvm=0 int=0
L4-rtlib,libresource_tracking_rt_iosmac.rtlib,__resource_tracking_impl_usage_depth_stencil_state_write,module,1,,apple_rtlib_ir,lib/darwin/libresource_tracking_rt_iosmac.rtlib::__resource_tracking_impl_usage_depth_stencil_state_write,inventory,air=0 llvm=0 int=0
