cell,scene,air_candidate,stage1_source,probe_method
__metal_sample_texture_2d_array_t_grad,P06,air.sample.texture.2d.array.t.grad,manual_needed,"__bits/metal_texture2d_array:74: return __metal_sample_texture_2d_array_t_grad(derived.t, s.val, coord, array, options.d"
__metal_sample_texture_2d_t_grad,P06,air.sample.texture.2d.t.grad,manual_needed,"__bits/metal_texture2d:74: return __metal_sample_texture_2d_t_grad(derived.t, s.val, coord, options.dPdx, options.dPdy, "
__metal_sample_texture_3d_t_grad,P06,air.sample.texture.3d.t.grad,manual_needed,"__bits/metal_texture3d:74: return __metal_sample_texture_3d_t_grad(derived.t, s.val, coord, options.dPdx, options.dPdy, "
__metal_sample_texture_cube_array_t_grad,P06,air.sample.texture.cube.array.t.grad,manual_needed,"__bits/metal_texturecube_array:75: return __metal_sample_texture_cube_array_t_grad(derived.t, s.val, coord, array, optio"
__metal_sample_texture_cube_t_grad,P06,air.sample.texture.cube.t.grad,manual_needed,"__bits/metal_texturecube:74: return __metal_sample_texture_cube_t_grad(derived.t, s.val, coord, options.dPdx, options.dP"
__metal_sampler_t,P06,air.sampler.t,manual_needed,__bits/metal_texture_common:841: __metal_sampler_t val;
__metal_saturate,P05,air.saturate,auto_wrapper,"metal_common:27: return __metal_saturate(x, __METAL_FAST_MATH__);"
__metal_select,P03,air.select,auto_wrapper,"metal_math:109: return __metal_select(t, float(0), t < float(0) || x == y, __METAL_FAST_MATH__);"
__metal_set_barrier_compute_command,UNASSIGNED,air.set.barrier.compute.command,manual_needed,"metal_command_buffer:433: __metal_set_barrier_compute_command(icb, icb_index);"
__metal_set_barrier_render_command,UNASSIGNED,air.set.barrier.render.command,manual_needed,"metal_command_buffer:1132: __metal_set_barrier_render_command(icb, icb_index);"
__metal_set_buffer_intersection_function_table,P10,air.set.buffer.intersection.function.table,manual_needed,"metal_raytracing:1773: __metal_set_buffer_intersection_function_table(t, buf, index);"
__metal_set_cull_mode_render_command,UNASSIGNED,air.set.cull.mode.render.command,manual_needed,"metal_command_buffer:834: __metal_set_cull_mode_render_command(icb, icb_index, uint(mode));"
__metal_set_depth_bias_render_command,UNASSIGNED,air.set.depth.bias.render.command,manual_needed,"metal_command_buffer:852: __metal_set_depth_bias_render_command(icb, icb_index, bias, slope_scale, clamp);"
__metal_set_depth_clip_mode_render_command,UNASSIGNED,air.set.depth.clip.mode.render.command,manual_needed,"metal_command_buffer:859: __metal_set_depth_clip_mode_render_command(icb, icb_index, uint(mode));"
__metal_set_depth_stencil_state_render_command,UNASSIGNED,air.set.depth.stencil.state.render.command,manual_needed,"metal_command_buffer:866: __metal_set_depth_stencil_state_render_command(icb, icb_index, state.s);"
__metal_set_fragment_buffer_render_command,UNASSIGNED,air.set.fragment.buffer.render.command,manual_needed,"metal_command_buffer:906: __metal_set_fragment_buffer_render_command(icb, icb_index, static_cast<device void *>(const_ca"
__metal_set_front_facing_winding_render_command,UNASSIGNED,air.set.front.facing.winding.render.command,manual_needed,"metal_command_buffer:839: __metal_set_front_facing_winding_render_command(icb, icb_index, uint(w));"
__metal_set_imageblock_size_compute_command,UNASSIGNED,air.set.imageblock.size.compute.command,manual_needed,"metal_command_buffer:454: __metal_set_imageblock_size_compute_command(icb, icb_index, size);"
__metal_set_index_mesh,P11,air.set.index.mesh,manual_needed,"metal_mesh:79: __metal_set_index_mesh(m, i, v);"
__metal_set_indices_mesh,P11,air.set.indices.mesh,manual_needed,"metal_mesh:84: __metal_set_indices_mesh(m, i, v);"
__metal_set_kernel_buffer_compute_command,UNASSIGNED,air.set.kernel.buffer.compute.command,manual_needed,"metal_command_buffer:397: __metal_set_kernel_buffer_compute_command(icb, icb_index, static_cast<device void *>(const_cas"
__metal_set_mesh_buffer_render_command,UNASSIGNED,air.set.mesh.buffer.render.command,manual_needed,"metal_command_buffer:936: __metal_set_mesh_buffer_render_command(icb, icb_index, static_cast<device void *>(const_cast<d"
__metal_set_object_buffer_render_command,UNASSIGNED,air.set.object.buffer.render.command,manual_needed,"metal_command_buffer:919: __metal_set_object_buffer_render_command(icb, icb_index, static_cast<device void *>(const_cast"
__metal_set_object_threadgroup_memory_length_render_command,UNASSIGNED,air.set.object.threadgroup.memory.length.render.command,manual_needed,"metal_command_buffer:929: __metal_set_object_threadgroup_memory_length_render_command(icb, icb_index, length, idx);"
__metal_set_pipeline_state_compute_command,UNASSIGNED,air.set.pipeline.state.compute.command,manual_needed,"metal_command_buffer:390: __metal_set_pipeline_state_compute_command(icb, icb_index, pipeline_state.t);"
__metal_set_pipeline_state_render_command,UNASSIGNED,air.set.pipeline.state.render.command,manual_needed,"metal_command_buffer:827: __metal_set_pipeline_state_render_command(icb, icb_index, pipeline_state.t);"
__metal_set_primitive_count_mesh,P11,air.set.primitive.count.mesh,manual_needed,"metal_mesh:94: __metal_set_primitive_count_mesh(m, n);"
__metal_set_primitive_mesh,P11,air.set.primitive.mesh,manual_needed,"metal_mesh:36: __metal_set_primitive_mesh(derived->m, i, p);"
__metal_set_stage_in_region_compute_command,UNASSIGNED,air.set.stage.in.region.compute.command,manual_needed,"metal_command_buffer:443: __metal_set_stage_in_region_compute_command(icb, icb_index, origin, size);"
__metal_set_threadgroup_memory_length_compute_command,UNASSIGNED,air.set.threadgroup.memory.length.compute.command,manual_needed,"metal_command_buffer:448: __metal_set_threadgroup_memory_length_compute_command(icb, icb_index, length, idx);"
__metal_set_threadgroups_per_grid_mesh_grid_properties,P11,air.set.threadgroups.per.grid.mesh.grid.properties,manual_needed,"metal_mesh:114: __metal_set_threadgroups_per_grid_mesh_grid_properties(p, tgs);"
__metal_set_triangle_fill_mode_render_command,UNASSIGNED,air.set.triangle.fill.mode.render.command,manual_needed,"metal_command_buffer:844: __metal_set_triangle_fill_mode_render_command(icb, icb_index, uint(mode));"
__metal_set_vertex_buffer_render_command,UNASSIGNED,air.set.vertex.buffer.render.command,manual_needed,"metal_command_buffer:878: __metal_set_vertex_buffer_render_command(icb, icb_index, static_cast<device void *>(const_cast"
__metal_set_vertex_mesh,P11,air.set.vertex.mesh,manual_needed,"metal_mesh:21: __metal_set_vertex_mesh(derived->m, i, v);"
__metal_set_visible_function_table_intersection_function_table,P10,air.set.visible.function.table.intersection.function.table,manual_needed,"metal_raytracing:1784: __metal_set_visible_function_table_intersection_function_table(t, vft.__get_opaque_handle(), inde"
__metal_simd_active_threads_mask,P08,air.simd.active.threads.mask,manual_needed,metal_simdgroup:101: return simd_vote(__metal_simd_active_threads_mask(simd_vote::vote_t(0)));
__metal_simd_all,P08,air.simd.all,manual_needed,metal_simdgroup:106: return __metal_simd_all(expr);
__metal_simd_and,P08,air.simd.and,manual_needed,metal_simdgroup:124: return __metal_simd_and(data);
__metal_simd_any,P08,air.simd.any,manual_needed,metal_simdgroup:111: return __metal_simd_any(expr);
__metal_simd_ballot,P08,air.simd.ballot,manual_needed,"metal_simdgroup:116: return simd_vote(__metal_simd_ballot(expr, simd_vote::vote_t(0)));"
__metal_simd_broadcast,P08,air.simd.broadcast,manual_needed,"metal_simdgroup:131: return __metal_simd_broadcast(data, broadcast_lane_id);"
__metal_simd_broadcast_first,P08,air.simd.broadcast.first,manual_needed,metal_simdgroup:138: return __metal_simd_broadcast_first(data);
__metal_simd_is_first,P08,air.simd.is.first,manual_needed,metal_simdgroup:145: return __metal_simd_is_first();
__metal_simd_is_helper_thread,P08,air.simd.is.helper.thread,manual_needed,metal_simdgroup:152: return __metal_simd_is_helper_thread();
__metal_simd_max,P08,air.simd.max,manual_needed,metal_simdgroup:158: return __metal_simd_max(data);
__metal_simd_min,P08,air.simd.min,manual_needed,metal_simdgroup:164: return __metal_simd_min(data);
__metal_simd_or,P08,air.simd.or,manual_needed,metal_simdgroup:172: return __metal_simd_or(data);
__metal_simd_prefix_exclusive_product,P08,air.simd.prefix.exclusive.product,manual_needed,metal_simdgroup:178: return __metal_simd_prefix_exclusive_product(data);
__metal_simd_prefix_exclusive_sum,P08,air.simd.prefix.exclusive.sum,manual_needed,metal_simdgroup:184: return __metal_simd_prefix_exclusive_sum(data);
__metal_simd_prefix_inclusive_product,P08,air.simd.prefix.inclusive.product,manual_needed,metal_simdgroup:190: return __metal_simd_prefix_inclusive_product(data);
__metal_simd_prefix_inclusive_sum,P08,air.simd.prefix.inclusive.sum,manual_needed,metal_simdgroup:196: return __metal_simd_prefix_inclusive_sum(data);
__metal_simd_product,P08,air.simd.product,manual_needed,metal_simdgroup:202: return __metal_simd_product(data);
__metal_simd_shuffle,P08,air.simd.shuffle,manual_needed,"metal_simdgroup:209: return __metal_simd_shuffle(data, simd_lane_id);"
__metal_simd_shuffle_and_fill_down,P08,air.simd.shuffle.and.fill.down,manual_needed,"metal_simdgroup:216: return __metal_simd_shuffle_and_fill_down(data, filling_data, delta, modulo);"
__metal_simd_shuffle_and_fill_up,P08,air.simd.shuffle.and.fill.up,manual_needed,"metal_simdgroup:228: return __metal_simd_shuffle_and_fill_up(data, filling_data, delta, modulo);"
__metal_simd_shuffle_down,P08,air.simd.shuffle.down,manual_needed,"metal_simdgroup:241: return __metal_simd_shuffle_down(data, delta);"
__metal_simd_shuffle_rotate_down,P08,air.simd.shuffle.rotate.down,manual_needed,"metal_simdgroup:248: return __metal_simd_shuffle_rotate_down(data, delta);"
__metal_simd_shuffle_rotate_up,P08,air.simd.shuffle.rotate.up,manual_needed,"metal_simdgroup:256: return __metal_simd_shuffle_rotate_up(data, delta);"
__metal_simd_shuffle_up,P08,air.simd.shuffle.up,manual_needed,"metal_simdgroup:263: return __metal_simd_shuffle_up(data, delta);"
__metal_simd_shuffle_xor,P08,air.simd.shuffle.xor,manual_needed,"metal_simdgroup:269: return __metal_simd_shuffle_xor(data, mask);"
__metal_simd_sum,P08,air.simd.sum,manual_needed,metal_simdgroup:276: return __metal_simd_sum(data);
__metal_simd_vote_all,P08,air.simd.vote.all,manual_needed,metal_simdgroup:87: return __metal_simd_vote_all(v);
__metal_simd_vote_any,P08,air.simd.vote.any,manual_needed,metal_simdgroup:92: return __metal_simd_vote_any(v);
__metal_simd_xor,P08,air.simd.xor,manual_needed,metal_simdgroup:282: return __metal_simd_xor(data);
__metal_simdgroup_matrix_8x8_init_diag,P11,air.simdgroup.matrix.8x8.init.diag,manual_needed,metal_simdgroup_matrix:46: return __metal_simdgroup_matrix_8x8_init_diag(value);
__metal_simdgroup_matrix_8x8_init_filled,P11,air.simdgroup.matrix.8x8.init.filled,manual_needed,metal_simdgroup_matrix:119: d.thread_elements() = __metal_simdgroup_matrix_8x8_init_filled(value);
__metal_simdgroup_matrix_8x8_load,P11,air.simdgroup.matrix.8x8.load,manual_needed,"metal_simdgroup_matrix:138: d.thread_elements() = __metal_simdgroup_matrix_8x8_load(src, elements_per_row, matrix_origin"
__metal_simdgroup_matrix_8x8_multiply_accumulate,P11,air.simdgroup.matrix.8x8.multiply.accumulate,manual_needed,"metal_simdgroup_matrix:193: d.thread_elements() = __metal_simdgroup_matrix_8x8_multiply_accumulate(a.thread_elements(), "
__metal_simdgroup_matrix_8x8_store,P11,air.simdgroup.matrix.8x8.store,manual_needed,"metal_simdgroup_matrix:166: __metal_simdgroup_matrix_8x8_store(a.thread_elements(), dst, elements_per_row, matrix_origin"
__metal_slice_tensor,P11,air.slice.tensor,manual_needed,"metal_tensor:1906: __metal_slice_tensor(handle(), other.handle(), tensor::get_rank(), nullptr, nullptr, index_type());"
__metal_store_tensor,P11,air.store.tensor,manual_needed,"metal_tensor:699: __metal_store_tensor(static_cast<const thread  tensor_type *>(this)->handle(),"
__metal_struct_has_render_target,P06,air.struct.has.render.target,manual_needed,"metal_imageblocks:10: #define METAL_VALID_RENDER_TARGET(A, E, T) METAL_ENABLE_IF(__metal_struct_has_render_target(index,"
__metal_subsat,P04,air.subsat,auto_wrapper,"metal_integer:111: return __metal_subsat(x, y);"
__metal_tensor_t,P11,air.tensor.t,manual_needed,"metal_tensor:1451: METAL_FUNC tensor(__metal_tensor_t other, const thread offsets_type &other_offsets) thread"
__metal_tensor_thread_t,P11,air.tensor.thread.t,manual_needed,metal_tensor:2169: METAL_FUNC __metal_tensor_thread_t handle() thread const
__metal_texture_1d_array_t,P06,air.texture.1d.array.t,manual_needed,__bits/metal_texture1d_array:1923: __metal_texture_1d_array_t t;
__metal_texture_1d_t,P06,air.texture.1d.t,manual_needed,__bits/metal_texture1d:1891: __metal_texture_1d_t t;
__metal_texture_2d_array_t,P06,air.texture.2d.array.t,manual_needed,__bits/metal_texture2d_array:2610: __metal_texture_2d_array_t t;
__metal_texture_2d_ms_array_t,P06,air.texture.2d.ms.array.t,manual_needed,__bits/metal_texture2d_ms_array:658: __metal_texture_2d_ms_array_t t;
__metal_texture_2d_ms_t,P06,air.texture.2d.ms.t,manual_needed,__bits/metal_texture2d_ms:627: __metal_texture_2d_ms_t t;
__metal_texture_2d_t,P06,air.texture.2d.t,manual_needed,__bits/metal_texture2d:2590: __metal_texture_2d_t t;
__metal_texture_3d_t,P06,air.texture.3d.t,manual_needed,__bits/metal_texture3d:2506: __metal_texture_3d_t t;
__metal_texture_buffer_1d_t,P06,air.texture.buffer.1d.t,manual_needed,__bits/metal_texture_buffer:1527: __metal_texture_buffer_1d_t t;
__metal_texture_cube_array_t,P06,air.texture.cube.array.t,manual_needed,__bits/metal_texturecube_array:2629: __metal_texture_cube_array_t t;
__metal_texture_cube_t,P06,air.texture.cube.t,manual_needed,__bits/metal_texturecube:2609: __metal_texture_cube_t t;
__metal_unpack_snorm1x16,P06,air.unpack.snorm1x16,manual_needed,"metal_pixel:1145: return __metal_unpack_snorm1x16(data, T());"
__metal_unpack_snorm1x8,P06,air.unpack.snorm1x8,manual_needed,"metal_pixel:1095: return __metal_unpack_snorm1x8(data, T());"
__metal_unpack_snorm2x16,P05,air.unpack.snorm2x16,auto_wrapper,"metal_pack:45: return __metal_unpack_snorm2x16(x, float2());"
__metal_unpack_snorm2x8,P06,air.unpack.snorm2x8,manual_needed,"metal_pixel:1195: return __metal_unpack_snorm2x8(data, T());"
__metal_unpack_snorm4x16,P06,air.unpack.snorm4x16,manual_needed,"metal_pixel:1371: return __metal_unpack_snorm4x16(data, T());"
__metal_unpack_snorm4x8,P05,air.unpack.snorm4x8,auto_wrapper,"metal_pack:19: return __metal_unpack_snorm4x8(x, float4());"
__metal_unpack_snorm_rgb10a2,P05,air.unpack.snorm.rgb10a2,auto_wrapper,"metal_pack:63: return __metal_unpack_snorm_rgb10a2(x, float4());"
__metal_unpack_unorm1x16,P06,air.unpack.unorm1x16,manual_needed,"metal_pixel:1121: return __metal_unpack_unorm1x16(data, T());"
__metal_unpack_unorm1x8,P06,air.unpack.unorm1x8,manual_needed,"metal_pixel:1069: return __metal_unpack_unorm1x8(data, T());"
__metal_unpack_unorm2x16,P05,air.unpack.unorm2x16,auto_wrapper,"metal_pack:41: return __metal_unpack_unorm2x16(x, float2());"
__metal_unpack_unorm2x8,P06,air.unpack.unorm2x8,manual_needed,"metal_pixel:1169: return __metal_unpack_unorm2x8(data, T());"
__metal_unpack_unorm4x16,P06,air.unpack.unorm4x16,manual_needed,"metal_pixel:1347: return __metal_unpack_unorm4x16(data, T());"
__metal_unpack_unorm4x8,P05,air.unpack.unorm4x8,auto_wrapper,"metal_pack:15: return __metal_unpack_unorm4x8(x, float4());"
__metal_unpack_unorm4x8_srgb,P05,air.unpack.unorm4x8.srgb,auto_wrapper,"metal_pack:32: return __metal_unpack_unorm4x8_srgb(x, float4());"
__metal_unpack_unorm_rg11b10f,P06,air.unpack.unorm.rg11b10f,manual_needed,"metal_pixel:1421: return __metal_unpack_unorm_rg11b10f(data, T());"
__metal_unpack_unorm_rgb10a2,P05,air.unpack.unorm.rgb10a2,auto_wrapper,"metal_pack:58: return __metal_unpack_unorm_rgb10a2(x, float4());"
__metal_unpack_unorm_rgb565,P05,air.unpack.unorm.rgb565,auto_wrapper,"metal_pack:68: return __metal_unpack_unorm_rgb565(x, float3());"
__metal_unpack_unorm_rgb9e5,P06,air.unpack.unorm.rgb9e5,manual_needed,"metal_pixel:1447: return __metal_unpack_unorm_rgb9e5(data, T());"
__metal_vertex_value_t,P06,air.vertex.value.t,manual_needed,metal_vertex_value:30: __metal_vertex_value_t impl;
__metal_visible_function_table_t,P10,air.visible.function.table.t,manual_needed,metal_visible_function_table:184: static METAL_FUNC visible_function_table __get_from_opaque_handle(__metal_visible_func
__metal_write_imageblock_slice_to_texture_1d_array_t,P06,air.write_imageblock_slice_to_texture_1d_array,manual_needed,"__bits/metal_texture1d_array:383: __metal_write_imageblock_slice_to_texture_1d_array_t(derived.t, slice._imgblkptr, slic"
__metal_write_imageblock_slice_to_texture_1d_t,P06,air.write_imageblock_slice_to_texture_1d,manual_needed,"__bits/metal_texture1d:383: __metal_write_imageblock_slice_to_texture_1d_t(derived.t, slice._imgblkptr, slice._size_vali"
__metal_write_imageblock_slice_to_texture_2d_array_t,P06,air.write_imageblock_slice_to_texture_2d_array,manual_needed,"__bits/metal_texture2d_array:923: __metal_write_imageblock_slice_to_texture_2d_array_t(derived.t, slice._imgblkptr, slic"
__metal_write_imageblock_slice_to_texture_2d_t,P06,air.write_imageblock_slice_to_texture_2d,manual_needed,"__bits/metal_texture2d:935: __metal_write_imageblock_slice_to_texture_2d_t(derived.t, slice._imgblkptr, slice._size_vali"
__metal_write_imageblock_slice_to_texture_3d_t,P06,air.write_imageblock_slice_to_texture_3d,manual_needed,"__bits/metal_texture3d:936: __metal_write_imageblock_slice_to_texture_3d_t(derived.t, slice._imgblkptr, slice._size_vali"
__metal_write_imageblock_slice_to_texture_cube_array_t,P06,air.write_imageblock_slice_to_texture_cube_array,manual_needed,"__bits/metal_texturecube_array:950: __metal_write_imageblock_slice_to_texture_cube_array_t(derived.t, slice._imgblkptr, "
__metal_write_imageblock_slice_to_texture_cube_t,P06,air.write_imageblock_slice_to_texture_cube,manual_needed,"__bits/metal_texturecube:952: __metal_write_imageblock_slice_to_texture_cube_t(derived.t, slice._imgblkptr, slice._size_"
(全般),UNASSIGNED,datalayout/addressspace,manual_needed,compile addrspace probe & dump .ll
(metadata),UNASSIGNED,air.kernel entry md,manual_needed,vertex/fragment/kernel probe → .ll
(metadata),UNASSIGNED,air.arg_* / compile_options,manual_needed,同上
(呼出規約),UNASSIGNED,entry CC,manual_needed,llvm-bcanalyzer / ll dump
(type),UNASSIGNED,texture/sampler opaque 表現,manual_needed,texture probe
(type),UNASSIGNED,packed_vector_type,manual_needed,packed_float3 probe
(機能),UNASSIGNED,function_constant,manual_needed,fc probe
(機能),UNASSIGNED,visible_function_table,manual_needed,vft probe
(ra),UNASSIGNED,raytracing/mesh/tensor,manual_needed,RT/mesh/tensor probe
(rt),UNASSIGNED,rtlib リンクトリガ,manual_needed,nextafter/printf 等で実測
