msl_api_signature,namespace,guard,class,metal_builtins,clang_builtins,file,line
"ushort2 max3(ushort2 x, ushort2 y, ushort2 z)",metal,__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,1978
"ushort2 median3(ushort2 x, ushort2 y, ushort2 z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,1984
"ushort2 min(ushort2 x, ushort2 y)",metal,,builtin_direct,__metal_min,,metal_integer,1989
"ushort2 min3(ushort2 x, ushort2 y, ushort2 z)",metal,__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,1994
"ushort2 mulhi(ushort2 x, ushort2 y)",metal,,builtin_direct,__metal_mulhi,,metal_integer,1999
ushort2 popcount(ushort2 x),metal,,builtin_direct,__metal_popcount,,metal_integer,2003
ushort2 reverse_bits(ushort2 x),metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,2008
"ushort2 rhadd(ushort2 x, ushort2 y)",metal,,builtin_direct,__metal_rhadd,,metal_integer,2013
"ushort2 rotate(ushort2 x, ushort2 y)",metal,,builtin_direct,__metal_rotate,,metal_integer,2017
"ushort2 subsat(ushort2 x, ushort2 y)",metal,,builtin_direct,__metal_subsat,,metal_integer,2021
ushort3 abs(ushort3 x),metal,,builtin_direct,__metal_abs,,metal_integer,2025
"ushort3 absdiff(ushort3 x, ushort3 y)",metal,,builtin_direct,__metal_absdiff,,metal_integer,2029
"ushort3 addsat(ushort3 x, ushort3 y)",metal,,builtin_direct,__metal_addsat,,metal_integer,2033
"ushort3 clamp(ushort3 x, ushort3 minval, ushort3 maxval)",metal,,builtin_direct,__metal_clamp,,metal_integer,2037
ushort3 clz(ushort3 x),metal,,builtin_direct,__metal_clz,,metal_integer,2041
ushort3 ctz(ushort3 x),metal,,builtin_direct,__metal_ctz,,metal_integer,2045
"ushort3 extract_bits(ushort3 x, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,2050
"ushort3 hadd(ushort3 x, ushort3 y)",metal,,builtin_direct,__metal_hadd,,metal_integer,2055
"ushort3 insert_bits(ushort3 base, ushort3 insert, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,2060
"ushort3 madhi(ushort3 x, ushort3 y, ushort3 z)",metal,,builtin_direct,__metal_madhi,,metal_integer,2065
"ushort3 madsat(ushort3 x, ushort3 y, ushort3 z)",metal,,builtin_direct,__metal_madsat,,metal_integer,2069
"ushort3 max(ushort3 x, ushort3 y)",metal,,builtin_direct,__metal_max,,metal_integer,2073
"ushort3 max3(ushort3 x, ushort3 y, ushort3 z)",metal,__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,2078
"ushort3 median3(ushort3 x, ushort3 y, ushort3 z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,2084
"ushort3 min(ushort3 x, ushort3 y)",metal,,builtin_direct,__metal_min,,metal_integer,2089
"ushort3 min3(ushort3 x, ushort3 y, ushort3 z)",metal,__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,2094
"ushort3 mulhi(ushort3 x, ushort3 y)",metal,,builtin_direct,__metal_mulhi,,metal_integer,2099
ushort3 popcount(ushort3 x),metal,,builtin_direct,__metal_popcount,,metal_integer,2103
ushort3 reverse_bits(ushort3 x),metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,2108
"ushort3 rhadd(ushort3 x, ushort3 y)",metal,,builtin_direct,__metal_rhadd,,metal_integer,2113
"ushort3 rotate(ushort3 x, ushort3 y)",metal,,builtin_direct,__metal_rotate,,metal_integer,2117
"ushort3 subsat(ushort3 x, ushort3 y)",metal,,builtin_direct,__metal_subsat,,metal_integer,2121
ushort4 abs(ushort4 x),metal,,builtin_direct,__metal_abs,,metal_integer,2125
"ushort4 absdiff(ushort4 x, ushort4 y)",metal,,builtin_direct,__metal_absdiff,,metal_integer,2129
"ushort4 addsat(ushort4 x, ushort4 y)",metal,,builtin_direct,__metal_addsat,,metal_integer,2133
"ushort4 clamp(ushort4 x, ushort4 minval, ushort4 maxval)",metal,,builtin_direct,__metal_clamp,,metal_integer,2137
ushort4 clz(ushort4 x),metal,,builtin_direct,__metal_clz,,metal_integer,2141
ushort4 ctz(ushort4 x),metal,,builtin_direct,__metal_ctz,,metal_integer,2145
"ushort4 extract_bits(ushort4 x, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,2150
"ushort4 hadd(ushort4 x, ushort4 y)",metal,,builtin_direct,__metal_hadd,,metal_integer,2155
"ushort4 insert_bits(ushort4 base, ushort4 insert, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,2160
"ushort4 madhi(ushort4 x, ushort4 y, ushort4 z)",metal,,builtin_direct,__metal_madhi,,metal_integer,2165
"ushort4 madsat(ushort4 x, ushort4 y, ushort4 z)",metal,,builtin_direct,__metal_madsat,,metal_integer,2169
"ushort4 max(ushort4 x, ushort4 y)",metal,,builtin_direct,__metal_max,,metal_integer,2173
"ushort4 max3(ushort4 x, ushort4 y, ushort4 z)",metal,__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,2178
"ushort4 median3(ushort4 x, ushort4 y, ushort4 z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,2184
"ushort4 min(ushort4 x, ushort4 y)",metal,,builtin_direct,__metal_min,,metal_integer,2189
"ushort4 min3(ushort4 x, ushort4 y, ushort4 z)",metal,__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,2194
"ushort4 mulhi(ushort4 x, ushort4 y)",metal,,builtin_direct,__metal_mulhi,,metal_integer,2199
ushort4 popcount(ushort4 x),metal,,builtin_direct,__metal_popcount,,metal_integer,2203
ushort4 reverse_bits(ushort4 x),metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,2208
"ushort4 rhadd(ushort4 x, ushort4 y)",metal,,builtin_direct,__metal_rhadd,,metal_integer,2213
"ushort4 rotate(ushort4 x, ushort4 y)",metal,,builtin_direct,__metal_rotate,,metal_integer,2217
"ushort4 subsat(ushort4 x, ushort4 y)",metal,,builtin_direct,__metal_subsat,,metal_integer,2221
ushort8 abs(ushort8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_abs,,metal_integer,2226
"ushort8 absdiff(ushort8 x, ushort8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_absdiff,,metal_integer,2230
"ushort8 addsat(ushort8 x, ushort8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_addsat,,metal_integer,2234
"ushort8 clamp(ushort8 x, ushort8 minval, ushort8 maxval)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_clamp,,metal_integer,2238
ushort8 clz(ushort8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_clz,,metal_integer,2242
ushort8 ctz(ushort8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ctz,,metal_integer,2246
"ushort8 extract_bits(ushort8 x, uint offset, uint bits)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,2251
"ushort8 hadd(ushort8 x, ushort8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_hadd,,metal_integer,2256
"ushort8 insert_bits(ushort8 base, ushort8 insert, uint offset, uint bits)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,2261
"ushort8 madhi(ushort8 x, ushort8 y, ushort8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_madhi,,metal_integer,2266
"ushort8 madsat(ushort8 x, ushort8 y, ushort8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_madsat,,metal_integer,2270
"ushort8 max(ushort8 x, ushort8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_max,,metal_integer,2274
"ushort8 max3(ushort8 x, ushort8 y, ushort8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,2279
"ushort8 median3(ushort8 x, ushort8 y, ushort8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,2285
"ushort8 min(ushort8 x, ushort8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_min,,metal_integer,2290
"ushort8 min3(ushort8 x, ushort8 y, ushort8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,2295
"ushort8 mulhi(ushort8 x, ushort8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_mulhi,,metal_integer,2300
ushort8 popcount(ushort8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_popcount,,metal_integer,2304
ushort8 reverse_bits(ushort8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,2309
"ushort8 rhadd(ushort8 x, ushort8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rhadd,,metal_integer,2314
"ushort8 rotate(ushort8 x, ushort8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rotate,,metal_integer,2318
"ushort8 subsat(ushort8 x, ushort8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_subsat,,metal_integer,2322
ushort16 abs(ushort16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_abs,,metal_integer,2328
"ushort16 absdiff(ushort16 x, ushort16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_absdiff,,metal_integer,2332
"ushort16 addsat(ushort16 x, ushort16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_addsat,,metal_integer,2336
"ushort16 clamp(ushort16 x, ushort16 minval, ushort16 maxval)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_clamp,,metal_integer,2340
ushort16 clz(ushort16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_clz,,metal_integer,2344
ushort16 ctz(ushort16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ctz,,metal_integer,2348
"ushort16 extract_bits(ushort16 x, uint offset, uint bits)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,2353
"ushort16 hadd(ushort16 x, ushort16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_hadd,,metal_integer,2358
"ushort16 insert_bits(ushort16 base, ushort16 insert, uint offset, uint bits)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,2363
"ushort16 madhi(ushort16 x, ushort16 y, ushort16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_madhi,,metal_integer,2368
"ushort16 madsat(ushort16 x, ushort16 y, ushort16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_madsat,,metal_integer,2372
"ushort16 max(ushort16 x, ushort16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_max,,metal_integer,2376
"ushort16 max3(ushort16 x, ushort16 y, ushort16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,2381
"ushort16 median3(ushort16 x, ushort16 y, ushort16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,2387
"ushort16 min(ushort16 x, ushort16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_min,,metal_integer,2392
"ushort16 min3(ushort16 x, ushort16 y, ushort16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,2397
"ushort16 mulhi(ushort16 x, ushort16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_mulhi,,metal_integer,2402
ushort16 popcount(ushort16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_popcount,,metal_integer,2406
ushort16 reverse_bits(ushort16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,2411
"ushort16 rhadd(ushort16 x, ushort16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rhadd,,metal_integer,2416
"ushort16 rotate(ushort16 x, ushort16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rotate,,metal_integer,2420
"ushort16 subsat(ushort16 x, ushort16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_subsat,,metal_integer,2424
int abs(int x),metal,,builtin_direct,__metal_abs,,metal_integer,2429
"uint absdiff(int x, int y)",metal,,builtin_direct,__metal_absdiff,,metal_integer,2433
"int addsat(int x, int y)",metal,,builtin_direct,__metal_addsat,,metal_integer,2437
"int clamp(int x, int minval, int maxval)",metal,,builtin_direct,__metal_clamp,,metal_integer,2441
int clz(int x),metal,,builtin_direct,__metal_clz,,metal_integer,2445
int ctz(int x),metal,,builtin_direct,__metal_ctz,,metal_integer,2449
"int extract_bits(int x, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,2454
"int hadd(int x, int y)",metal,,builtin_direct,__metal_hadd,,metal_integer,2459
"int insert_bits(int base, int insert, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,2464
"int madhi(int x, int y, int z)",metal,,builtin_direct,__metal_madhi,,metal_integer,2469
"int madsat(int x, int y, int z)",metal,,builtin_direct,__metal_madsat,,metal_integer,2473
"int max(int x, int y)",metal,,builtin_direct,__metal_max,,metal_integer,2477
"int max3(int x, int y, int z)",metal,__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,2482
"int median3(int x, int y, int z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,2488
"int min(int x, int y)",metal,,builtin_direct,__metal_min,,metal_integer,2493
"int min3(int x, int y, int z)",metal,__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,2498
"int mulhi(int x, int y)",metal,,builtin_direct,__metal_mulhi,,metal_integer,2503
int popcount(int x),metal,,builtin_direct,__metal_popcount,,metal_integer,2507
int reverse_bits(int x),metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,2512
"int rhadd(int x, int y)",metal,,builtin_direct,__metal_rhadd,,metal_integer,2517
"int rotate(int x, int y)",metal,,builtin_direct,__metal_rotate,,metal_integer,2521
"int subsat(int x, int y)",metal,,builtin_direct,__metal_subsat,,metal_integer,2525
int2 abs(int2 x),metal,,builtin_direct,__metal_abs,,metal_integer,2529
"uint2 absdiff(int2 x, int2 y)",metal,,builtin_direct,__metal_absdiff,,metal_integer,2533
"int2 addsat(int2 x, int2 y)",metal,,builtin_direct,__metal_addsat,,metal_integer,2537
"int2 clamp(int2 x, int2 minval, int2 maxval)",metal,,builtin_direct,__metal_clamp,,metal_integer,2541
int2 clz(int2 x),metal,,builtin_direct,__metal_clz,,metal_integer,2545
int2 ctz(int2 x),metal,,builtin_direct,__metal_ctz,,metal_integer,2549
"int2 extract_bits(int2 x, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,2554
"int2 hadd(int2 x, int2 y)",metal,,builtin_direct,__metal_hadd,,metal_integer,2559
"int2 insert_bits(int2 base, int2 insert, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,2564
"int2 madhi(int2 x, int2 y, int2 z)",metal,,builtin_direct,__metal_madhi,,metal_integer,2569
"int2 madsat(int2 x, int2 y, int2 z)",metal,,builtin_direct,__metal_madsat,,metal_integer,2573
"int2 max(int2 x, int2 y)",metal,,builtin_direct,__metal_max,,metal_integer,2577
"int2 max3(int2 x, int2 y, int2 z)",metal,__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,2582
"int2 median3(int2 x, int2 y, int2 z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,2588
"int2 min(int2 x, int2 y)",metal,,builtin_direct,__metal_min,,metal_integer,2593
"int2 min3(int2 x, int2 y, int2 z)",metal,__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,2598
"int2 mulhi(int2 x, int2 y)",metal,,builtin_direct,__metal_mulhi,,metal_integer,2603
int2 popcount(int2 x),metal,,builtin_direct,__metal_popcount,,metal_integer,2607
int2 reverse_bits(int2 x),metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,2612
"int2 rhadd(int2 x, int2 y)",metal,,builtin_direct,__metal_rhadd,,metal_integer,2617
"int2 rotate(int2 x, int2 y)",metal,,builtin_direct,__metal_rotate,,metal_integer,2621
"int2 subsat(int2 x, int2 y)",metal,,builtin_direct,__metal_subsat,,metal_integer,2625
int3 abs(int3 x),metal,,builtin_direct,__metal_abs,,metal_integer,2629
"uint3 absdiff(int3 x, int3 y)",metal,,builtin_direct,__metal_absdiff,,metal_integer,2633
"int3 addsat(int3 x, int3 y)",metal,,builtin_direct,__metal_addsat,,metal_integer,2637
"int3 clamp(int3 x, int3 minval, int3 maxval)",metal,,builtin_direct,__metal_clamp,,metal_integer,2641
int3 clz(int3 x),metal,,builtin_direct,__metal_clz,,metal_integer,2645
int3 ctz(int3 x),metal,,builtin_direct,__metal_ctz,,metal_integer,2649
"int3 extract_bits(int3 x, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,2654
"int3 hadd(int3 x, int3 y)",metal,,builtin_direct,__metal_hadd,,metal_integer,2659
"int3 insert_bits(int3 base, int3 insert, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,2664
"int3 madhi(int3 x, int3 y, int3 z)",metal,,builtin_direct,__metal_madhi,,metal_integer,2669
"int3 madsat(int3 x, int3 y, int3 z)",metal,,builtin_direct,__metal_madsat,,metal_integer,2673
"int3 max(int3 x, int3 y)",metal,,builtin_direct,__metal_max,,metal_integer,2677
"int3 max3(int3 x, int3 y, int3 z)",metal,__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,2682
"int3 median3(int3 x, int3 y, int3 z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,2688
"int3 min(int3 x, int3 y)",metal,,builtin_direct,__metal_min,,metal_integer,2693
"int3 min3(int3 x, int3 y, int3 z)",metal,__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,2698
"int3 mulhi(int3 x, int3 y)",metal,,builtin_direct,__metal_mulhi,,metal_integer,2703
int3 popcount(int3 x),metal,,builtin_direct,__metal_popcount,,metal_integer,2707
int3 reverse_bits(int3 x),metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,2712
"int3 rhadd(int3 x, int3 y)",metal,,builtin_direct,__metal_rhadd,,metal_integer,2717
"int3 rotate(int3 x, int3 y)",metal,,builtin_direct,__metal_rotate,,metal_integer,2721
"int3 subsat(int3 x, int3 y)",metal,,builtin_direct,__metal_subsat,,metal_integer,2725
int4 abs(int4 x),metal,,builtin_direct,__metal_abs,,metal_integer,2729
"uint4 absdiff(int4 x, int4 y)",metal,,builtin_direct,__metal_absdiff,,metal_integer,2733
"int4 addsat(int4 x, int4 y)",metal,,builtin_direct,__metal_addsat,,metal_integer,2737
"int4 clamp(int4 x, int4 minval, int4 maxval)",metal,,builtin_direct,__metal_clamp,,metal_integer,2741
int4 clz(int4 x),metal,,builtin_direct,__metal_clz,,metal_integer,2745
int4 ctz(int4 x),metal,,builtin_direct,__metal_ctz,,metal_integer,2749
"int4 extract_bits(int4 x, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,2754
"int4 hadd(int4 x, int4 y)",metal,,builtin_direct,__metal_hadd,,metal_integer,2759
"int4 insert_bits(int4 base, int4 insert, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,2764
"int4 madhi(int4 x, int4 y, int4 z)",metal,,builtin_direct,__metal_madhi,,metal_integer,2769
"int4 madsat(int4 x, int4 y, int4 z)",metal,,builtin_direct,__metal_madsat,,metal_integer,2773
"int4 max(int4 x, int4 y)",metal,,builtin_direct,__metal_max,,metal_integer,2777
"int4 max3(int4 x, int4 y, int4 z)",metal,__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,2782
"int4 median3(int4 x, int4 y, int4 z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,2788
"int4 min(int4 x, int4 y)",metal,,builtin_direct,__metal_min,,metal_integer,2793
"int4 min3(int4 x, int4 y, int4 z)",metal,__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,2798
"int4 mulhi(int4 x, int4 y)",metal,,builtin_direct,__metal_mulhi,,metal_integer,2803
int4 popcount(int4 x),metal,,builtin_direct,__metal_popcount,,metal_integer,2807
int4 reverse_bits(int4 x),metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,2812
"int4 rhadd(int4 x, int4 y)",metal,,builtin_direct,__metal_rhadd,,metal_integer,2817
"int4 rotate(int4 x, int4 y)",metal,,builtin_direct,__metal_rotate,,metal_integer,2821
"int4 subsat(int4 x, int4 y)",metal,,builtin_direct,__metal_subsat,,metal_integer,2825
int8 abs(int8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_abs,,metal_integer,2830
"uint8 absdiff(int8 x, int8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_absdiff,,metal_integer,2834
"int8 addsat(int8 x, int8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_addsat,,metal_integer,2838
