symbol,n_archives,example_archive,member,cc,replace_class,air_vocab_direct,air_vocab_closure,llvm_vocab_direct,internal_callees,module_callees,data_callees,linked_metal_builtin,evidence,source_ref
_Z20convert_uint_sat_rtns,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.s.i16.rtn.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtnt,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.u.i16.rtn.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtpDh,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.f.f16.rtp.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtpc,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.s.i8.rtp.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtpd,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.f.f64.rtp.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtpf,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.f.f32.rtp.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtph,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.u.i8.rtp.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtpi,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.s.i32.rtp.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtpj,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtpl,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.s.i64.rtp.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtpm,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.u.i64.rtp.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtps,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.s.i16.rtp.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtpt,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.u.i16.rtp.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtzDh,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.f.f16.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtzc,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.s.i8.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtzd,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.f.f64.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtzf,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.f.f32.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtzh,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.u.i8.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtzi,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.s.i32.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtzj,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtzl,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.s.i64.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtzm,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.u.i64.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtzs,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.s.i16.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_uint_sat_rtzt,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.i32.u.i16.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rteDv16_Dh,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f16.rte,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rteDv16_c,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i8.rte,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rteDv16_d,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f64.rte,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rteDv16_f,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f32.rte,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rteDv16_h,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i8.rte,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rteDv16_i,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i32.rte,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rteDv16_j,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i32.rte,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rteDv16_l,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i64.rte,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rteDv16_m,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i64.rte,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rteDv16_s,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i16.rte,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rteDv16_t,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtnDv16_Dh,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f16.rtn,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtnDv16_c,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i8.rtn,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtnDv16_d,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f64.rtn,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtnDv16_f,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f32.rtn,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtnDv16_h,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i8.rtn,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtnDv16_i,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i32.rtn,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtnDv16_j,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i32.rtn,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtnDv16_l,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i64.rtn,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtnDv16_m,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i64.rtn,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtnDv16_s,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i16.rtn,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtnDv16_t,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtpDv16_Dh,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f16.rtp,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtpDv16_c,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i8.rtp,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtpDv16_d,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f64.rtp,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtpDv16_f,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f32.rtp,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtpDv16_h,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i8.rtp,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtpDv16_i,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i32.rtp,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtpDv16_j,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i32.rtp,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtpDv16_l,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i64.rtp,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtpDv16_m,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i64.rtp,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtpDv16_s,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i16.rtp,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtpDv16_t,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtzDv16_Dh,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f16.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtzDv16_c,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i8.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtzDv16_d,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f64.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtzDv16_f,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f32.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtzDv16_h,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i8.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtzDv16_i,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i32.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtzDv16_j,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i32.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtzDv16_l,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i64.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtzDv16_m,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i64.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtzDv16_s,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i16.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_rtzDv16_t,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_satDv16_Dh,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f16.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_satDv16_c,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i8.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_satDv16_d,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f64.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_satDv16_f,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.f.v16f32.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_satDv16_h,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i8.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_satDv16_i,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i32.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_satDv16_j,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i32.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_satDv16_l,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i64.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_satDv16_m,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.u.v16i64.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_satDv16_s,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.u.v16i16.s.v16i16.rtz.sat,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20convert_ushort16_satDv16_t,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20get_image_array_size20ocl_image1d_array_ro,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.get_array_size_texture_1d_array,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20get_image_array_size20ocl_image1d_array_wo,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.get_array_size_texture_1d_array,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20get_image_array_size20ocl_image2d_array_ro,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.get_array_size_texture_2d_array,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20get_image_array_size20ocl_image2d_array_wo,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.get_array_size_texture_2d_array,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20get_image_array_size25ocl_image2d_array_msaa_ro,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.get_array_size_texture_2d_ms_array,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20get_image_array_size25ocl_image2d_array_msaa_wo,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.get_array_size_texture_2d_ms_array,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20get_image_array_size26ocl_image2d_array_depth_ro,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.get_array_size_depth_2d_array,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20get_image_array_size26ocl_image2d_array_depth_wo,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.get_array_size_depth_2d_array,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20get_image_array_size31ocl_image2d_array_msaa_depth_ro,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.get_array_size_depth_2d_ms_array,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z20get_image_array_size31ocl_image2d_array_msaa_depth_wo,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.get_array_size_depth_2d_ms_array,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDhPU8CLglobalKDhm9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3f16.p1f16,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv16_DhPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v16f16.p1v16f16,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv16_cPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v16i8.p1v16i8,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv16_dPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v16f64.p1v16f64,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv16_fPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v16f32.p1v16f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv16_hPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v16i8.p1v16i8,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv16_iPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v16i32.p1v16i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv16_jPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v16i32.p1v16i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv16_lPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v16i64.p1v16i64,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv16_mPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v16i64.p1v16i64,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv16_sPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v16i16.p1v16i16,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv16_tPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v16i16.p1v16i16,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv2_DhPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v2f16.p1v2f16,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv2_cPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v2i8.p1v2i8,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv2_dPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v2f64.p1v2f64,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv2_fPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v2f32.p1v2f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv2_hPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v2i8.p1v2i8,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv2_iPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v2i32.p1v2i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv2_jPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v2i32.p1v2i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv2_lPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v2i64.p1v2i64,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv2_mPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v2i64.p1v2i64,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z21async_work_group_copyPU7CLlocalDv2_sPU8CLglobalKS_m9ocl_event,2,libopencl_rt_osx.a,async-copies-and-prefetch.metal.air,hidden,air-direct,air.async_wg_copy.p3v2i16.p1v2i16,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
