symbol,n_archives,example_archive,member,cc,replace_class,air_vocab_direct,air_vocab_closure,llvm_vocab_direct,internal_callees,module_callees,data_callees,linked_metal_builtin,evidence,source_ref
_Z10atomic_addPU7CLlocalVii,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.add.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_addPU7CLlocalVjj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.add.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_addPU8CLglobalVii,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.add.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_addPU8CLglobalVjj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.add.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_andPU7CLlocalVii,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.and.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_andPU7CLlocalVjj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.and.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_andPU8CLglobalVii,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.and.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_andPU8CLglobalVjj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.and.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_decPU7CLlocalVi,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.sub.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_decPU7CLlocalVj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.sub.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_decPU8CLglobalVi,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.sub.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_decPU8CLglobalVj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.sub.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_incPU7CLlocalVi,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.add.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_incPU7CLlocalVj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.add.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_incPU8CLglobalVi,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.add.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_incPU8CLglobalVj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.add.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_maxPU7CLlocalVii,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.max.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_maxPU7CLlocalVjj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.max.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_maxPU8CLglobalVii,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.max.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_maxPU8CLglobalVjj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.max.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_minPU7CLlocalVii,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.min.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_minPU7CLlocalVjj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.min.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_minPU8CLglobalVii,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.min.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_minPU8CLglobalVjj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.min.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_subPU7CLlocalVii,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.sub.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_subPU7CLlocalVjj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.sub.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_subPU8CLglobalVii,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.sub.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_subPU8CLglobalVjj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.sub.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_xorPU7CLlocalVii,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.xor.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_xorPU7CLlocalVjj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.xor.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_xorPU8CLglobalVii,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.xor.s.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10atomic_xorPU8CLglobalVjj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.xor.u.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_exp10Dv16_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_exp10.v16f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_exp10Dv2_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_exp10.v2f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_exp10Dv3_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_exp10.v3f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_exp10Dv4_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_exp10.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_exp10Dv8_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_exp10.v8f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_exp10f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_exp10.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_log10Dv16_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_log10.v16f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_log10Dv2_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_log10.v2f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_log10Dv3_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_log10.v3f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_log10Dv4_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_log10.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_log10Dv8_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_log10.v8f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_log10f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_log10.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_recipDv16_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_recipDv2_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_recipDv3_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_recipDv4_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_recipDv8_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_recipf,2,libopencl_rt_osx.a,math-default.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_rsqrtDv16_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_rsqrt.v16f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_rsqrtDv2_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_rsqrt.v2f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_rsqrtDv3_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_rsqrt.v3f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_rsqrtDv4_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_rsqrt.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_rsqrtDv8_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_rsqrt.v8f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10half_rsqrtf,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.half_rsqrt.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDhDh,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv16_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv16_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv16_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv2_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv2_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv2_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv3_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv3_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv3_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv4_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv4_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv4_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv8_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv8_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalDv8_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequaldd,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10isnotequalff,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_cosDv16_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_cos.v16f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_cosDv2_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_cos.v2f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_cosDv3_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_cos.v3f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_cosDv4_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_cos.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_cosDv8_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_cos.v8f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_cosf,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_cos.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_expDv16_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_exp.v16f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_expDv2_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_exp.v2f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_expDv3_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_exp.v3f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_expDv4_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_exp.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_expDv8_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_exp.v8f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_expf,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_exp.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_logDv16_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_log.v16f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_logDv2_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_log.v2f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_logDv3_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_log.v3f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_logDv4_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_log.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_logDv8_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_log.v8f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_logf,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_log.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_sinDv16_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_sin.v16f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_sinDv2_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_sin.v2f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_sinDv3_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_sin.v3f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_sinDv4_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_sin.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_sinDv8_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_sin.v8f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_sinf,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_sin.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_tanDv16_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_tan.v16f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_tanDv2_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_tan.v2f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_tanDv3_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_tan.v3f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_tanDv4_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_tan.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_tanDv8_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_tan.v8f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10native_tanf,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_tan.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDhDhDh,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.f16,,llvm.fmuladd.f16,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDhDhDv16_Dh,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v16f16,,llvm.fmuladd.v16f16,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDhDhDv2_Dh,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v2f16,,llvm.fmuladd.v2f16,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDhDhDv3_Dh,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v3f16,,llvm.fmuladd.v3f16,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDhDhDv4_Dh,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v4f16,,llvm.fmuladd.v4f16,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDhDhDv8_Dh,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v8f16,,llvm.fmuladd.v8f16,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv16_DhS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v16f16,,llvm.fmuladd.v16f16,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv16_dS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v16f64,,llvm.fmuladd.v16f64,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv16_fS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v16f32,,llvm.fmuladd.v16f32,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv2_DhS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v2f16,,llvm.fmuladd.v2f16,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv2_dS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v2f64,,llvm.fmuladd.v2f64,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv2_fS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v2f32,,llvm.fmuladd.v2f32,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv3_DhS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v3f16,,llvm.fmuladd.v3f16,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv3_dS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v3f64,,llvm.fmuladd.v3f64,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv3_fS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v3f32,,llvm.fmuladd.v3f32,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv4_DhS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v4f16,,llvm.fmuladd.v4f16,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv4_dS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v4f64,,llvm.fmuladd.v4f64,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv4_fS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v4f32,,llvm.fmuladd.v4f32,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv8_DhS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v8f16,,llvm.fmuladd.v8f16,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv8_dS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v8f64,,llvm.fmuladd.v8f64,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepDv8_fS_S_,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v8f32,,llvm.fmuladd.v8f32,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepddDv16_d,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v16f64,,llvm.fmuladd.v16f64,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepddDv2_d,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v2f64,,llvm.fmuladd.v2f64,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepddDv3_d,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v3f64,,llvm.fmuladd.v3f64,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepddDv4_d,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v4f64,,llvm.fmuladd.v4f64,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepddDv8_d,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v8f64,,llvm.fmuladd.v8f64,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepddd,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.f64,,llvm.fmuladd.f64,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepffDv16_f,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v16f32,,llvm.fmuladd.v16f32,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepffDv2_f,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v2f32,,llvm.fmuladd.v2f32,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepffDv3_f,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v3f32,,llvm.fmuladd.v3f32,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
