archive,member,size_bytes
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_id_intersection_query_curve_data,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_id_intersection_query_triangle_data_curve_data,3684
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_id_intersection_query_instancing_curve_data,3796
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_id_intersection_query_instancing_triangle_data_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_id_intersection_query_multi_level_instancing,4068
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_id_intersection_query_multi_level_instancing_triangle_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_id_intersection_query_multi_level_instancing_curve_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_id_intersection_query_multi_level_instancing_triangle_data_curve_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_geometry_id_intersection_query,3636
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_geometry_id_intersection_query_triangle_data,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_geometry_id_intersection_query_instancing,3780
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_geometry_id_intersection_query_instancing_triangle_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_geometry_id_intersection_query_curve_data,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_geometry_id_intersection_query_triangle_data_curve_data,3668
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_geometry_id_intersection_query_instancing_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_geometry_id_intersection_query_instancing_triangle_data_curve_data,3828
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_geometry_id_intersection_query_multi_level_instancing,4068
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_geometry_id_intersection_query_multi_level_instancing_triangle_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_geometry_id_intersection_query_multi_level_instancing_curve_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_geometry_id_intersection_query_multi_level_instancing_triangle_data_curve_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_data_intersection_query,3636
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_data_intersection_query_triangle_data,3668
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_data_intersection_query_instancing,3796
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_data_intersection_query_instancing_triangle_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_data_intersection_query_curve_data,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_data_intersection_query_triangle_data_curve_data,3684
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_data_intersection_query_instancing_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_data_intersection_query_instancing_triangle_data_curve_data,3844
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_data_intersection_query_multi_level_instancing,4084
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_data_intersection_query_multi_level_instancing_triangle_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_data_intersection_query_multi_level_instancing_curve_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_primitive_data_intersection_query_multi_level_instancing_triangle_data_curve_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_instance_id_intersection_query_instancing,3780
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_instance_id_intersection_query_instancing_triangle_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_user_instance_id_intersection_query_instancing,3796
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_user_instance_id_intersection_query_instancing_triangle_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_instance_id_intersection_query_instancing_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_instance_id_intersection_query_instancing_triangle_data_curve_data,3828
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_user_instance_id_intersection_query_instancing_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_user_instance_id_intersection_query_instancing_triangle_data_curve_data,3828
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_instance_id_intersection_query_multi_level_instancing,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_instance_id_intersection_query_multi_level_instancing_triangle_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_user_instance_id_intersection_query_multi_level_instancing,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_user_instance_id_intersection_query_multi_level_instancing_triangle_data,4132
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_instance_id_intersection_query_multi_level_instancing_curve_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_instance_id_intersection_query_multi_level_instancing_triangle_data_curve_data,4148
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_user_instance_id_intersection_query_multi_level_instancing_curve_data,4132
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_user_instance_id_intersection_query_multi_level_instancing_triangle_data_curve_data,4148
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_instance_count_intersection_query_multi_level_instancing,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_instance_count_intersection_query_multi_level_instancing_triangle_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_instance_count_intersection_query_multi_level_instancing_curve_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_instance_count_intersection_query_multi_level_instancing_triangle_data_curve_data,4132
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_triangle_barycentric_coord_intersection_query_triangle_data,2788
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_triangle_barycentric_coord_intersection_query_instancing_triangle_data,2820
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_triangle_barycentric_coord_intersection_query_triangle_data_curve_data,2804
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_triangle_barycentric_coord_intersection_query_instancing_triangle_data_curve_data,2852
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_triangle_barycentric_coord_intersection_query_multi_level_instancing_triangle_data,3012
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_triangle_barycentric_coord_intersection_query_multi_level_instancing_triangle_data_curve_data,3028
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_curve_parameter_intersection_query_curve_data,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_curve_parameter_intersection_query_triangle_data_curve_data,3684
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_curve_parameter_intersection_query_instancing_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_curve_parameter_intersection_query_instancing_triangle_data_curve_data,3844
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_curve_parameter_intersection_query_multi_level_instancing_curve_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_curve_parameter_intersection_query_multi_level_instancing_triangle_data_curve_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_is_committed_triangle_front_facing_intersection_query_triangle_data,3700
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_is_committed_triangle_front_facing_intersection_query_instancing_triangle_data,3860
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_is_committed_triangle_front_facing_intersection_query_triangle_data_curve_data,3732
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_is_committed_triangle_front_facing_intersection_query_instancing_triangle_data_curve_data,3876
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_is_committed_triangle_front_facing_intersection_query_multi_level_instancing_triangle_data,4148
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_is_committed_triangle_front_facing_intersection_query_multi_level_instancing_triangle_data_curve_data,4164
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_distance_intersection_query,3620
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_distance_intersection_query_triangle_data,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_distance_intersection_query_instancing,3780
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_distance_intersection_query_instancing_triangle_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_distance_intersection_query_curve_data,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_distance_intersection_query_triangle_data_curve_data,3668
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_distance_intersection_query_instancing_curve_data,3796
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_distance_intersection_query_instancing_triangle_data_curve_data,3828
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_distance_intersection_query_multi_level_instancing,4068
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_distance_intersection_query_multi_level_instancing_triangle_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_distance_intersection_query_multi_level_instancing_curve_data,4084
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_distance_intersection_query_multi_level_instancing_triangle_data_curve_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_origin_intersection_query,2740
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_origin_intersection_query_triangle_data,2756
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_origin_intersection_query_instancing,4404
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_origin_intersection_query_instancing_triangle_data,4420
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_origin_intersection_query_curve_data,2756
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_origin_intersection_query_triangle_data_curve_data,2772
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_origin_intersection_query_multi_level_instancing,3108
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_origin_intersection_query_multi_level_instancing_triangle_data,3124
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_direction_intersection_query,2724
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_direction_intersection_query_triangle_data,2756
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_direction_intersection_query_instancing,4420
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_direction_intersection_query_instancing_triangle_data,4436
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_direction_intersection_query_curve_data,2740
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_direction_intersection_query_triangle_data_curve_data,2772
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_direction_intersection_query_instancing_curve_data,4436
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_direction_intersection_query_instancing_triangle_data_curve_data,4468
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_direction_intersection_query_multi_level_instancing,3124
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_direction_intersection_query_multi_level_instancing_triangle_data,3140
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_direction_intersection_query_multi_level_instancing_curve_data,3140
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_ray_direction_intersection_query_multi_level_instancing_triangle_data_curve_data,3172
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_object_to_world_transform_intersection_query_instancing,4388
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_object_to_world_transform_intersection_query_instancing_triangle_data,4420
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_object_to_world_transform_intersection_query_instancing_curve_data,4404
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_object_to_world_transform_intersection_query_instancing_triangle_data_curve_data,4436
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_object_to_world_transform_intersection_query_multi_level_instancing,3396
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_object_to_world_transform_intersection_query_multi_level_instancing_triangle_data,3412
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_object_to_world_transform_intersection_query_multi_level_instancing_curve_data,3412
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_object_to_world_transform_intersection_query_multi_level_instancing_triangle_data_curve_data,3444
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_world_to_object_transform_intersection_query_instancing,4388
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_world_to_object_transform_intersection_query_instancing_triangle_data,4420
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_world_to_object_transform_intersection_query_instancing_curve_data,4404
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_world_to_object_transform_intersection_query_instancing_triangle_data_curve_data,4436
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_world_to_object_transform_intersection_query_multi_level_instancing,3124
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_world_to_object_transform_intersection_query_multi_level_instancing_triangle_data,3140
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_world_to_object_transform_intersection_query_multi_level_instancing_curve_data,3140
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_committed_world_to_object_transform_intersection_query_multi_level_instancing_triangle_data_curve_data,3156
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_intersection_type_intersection_query,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_intersection_type_intersection_query_triangle_data,3668
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_intersection_type_intersection_query_instancing,3796
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_intersection_type_intersection_query_instancing_triangle_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_intersection_type_intersection_query_curve_data,3668
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_intersection_type_intersection_query_triangle_data_curve_data,3684
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_intersection_type_intersection_query_instancing_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_intersection_type_intersection_query_instancing_triangle_data_curve_data,3844
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_intersection_type_intersection_query_multi_level_instancing,4084
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_intersection_type_intersection_query_multi_level_instancing_triangle_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_intersection_type_intersection_query_multi_level_instancing_curve_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_intersection_type_intersection_query_multi_level_instancing_triangle_data_curve_data,4132
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_id_intersection_query,3620
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_id_intersection_query_triangle_data,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_id_intersection_query_instancing,3780
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_id_intersection_query_instancing_triangle_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_id_intersection_query_curve_data,3636
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_id_intersection_query_triangle_data_curve_data,3668
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_id_intersection_query_instancing_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_id_intersection_query_instancing_triangle_data_curve_data,3828
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_id_intersection_query_multi_level_instancing,4068
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_id_intersection_query_multi_level_instancing_triangle_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_id_intersection_query_multi_level_instancing_curve_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_id_intersection_query_multi_level_instancing_triangle_data_curve_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_geometry_id_intersection_query,3636
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_geometry_id_intersection_query_triangle_data,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_geometry_id_intersection_query_instancing,3780
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_geometry_id_intersection_query_instancing_triangle_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_geometry_id_intersection_query_curve_data,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_geometry_id_intersection_query_triangle_data_curve_data,3668
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_geometry_id_intersection_query_instancing_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_geometry_id_intersection_query_instancing_triangle_data_curve_data,3828
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_geometry_id_intersection_query_multi_level_instancing,4068
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_geometry_id_intersection_query_multi_level_instancing_triangle_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_geometry_id_intersection_query_multi_level_instancing_curve_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_geometry_id_intersection_query_multi_level_instancing_triangle_data_curve_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_data_intersection_query,3636
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_data_intersection_query_triangle_data,3668
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_data_intersection_query_instancing,3796
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_data_intersection_query_instancing_triangle_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_data_intersection_query_curve_data,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_data_intersection_query_triangle_data_curve_data,3684
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_data_intersection_query_instancing_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_data_intersection_query_instancing_triangle_data_curve_data,3844
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_data_intersection_query_multi_level_instancing,4084
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_data_intersection_query_multi_level_instancing_triangle_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_data_intersection_query_multi_level_instancing_curve_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_primitive_data_intersection_query_multi_level_instancing_triangle_data_curve_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_instance_id_intersection_query_instancing,3780
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_instance_id_intersection_query_instancing_triangle_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_user_instance_id_intersection_query_instancing,3796
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_user_instance_id_intersection_query_instancing_triangle_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_instance_id_intersection_query_instancing_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_instance_id_intersection_query_instancing_triangle_data_curve_data,3828
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_user_instance_id_intersection_query_instancing_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_user_instance_id_intersection_query_instancing_triangle_data_curve_data,3828
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_instance_id_intersection_query_multi_level_instancing,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_instance_id_intersection_query_multi_level_instancing_triangle_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_user_instance_id_intersection_query_multi_level_instancing,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_user_instance_id_intersection_query_multi_level_instancing_triangle_data,4132
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_instance_id_intersection_query_multi_level_instancing_curve_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_instance_id_intersection_query_multi_level_instancing_triangle_data_curve_data,4148
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_user_instance_id_intersection_multi_level_query_instancing_curve_data,4132
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_user_instance_id_intersection_multi_level_query_instancing_triangle_data_curve_data,4148
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_instance_count_intersection_query_multi_level_instancing,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_instance_count_intersection_query_multi_level_instancing_triangle_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_instance_count_intersection_query_multi_level_instancing_curve_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_instance_count_intersection_query_multi_level_instancing_triangle_data_curve_data,4132
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_barycentric_coord_intersection_query_triangle_data,2788
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_barycentric_coord_intersection_query_instancing_triangle_data,2820
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_barycentric_coord_intersection_query_triangle_data_curve_data,2804
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_barycentric_coord_intersection_query_instancing_triangle_data_curve_data,2852
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_barycentric_coord_intersection_query_multi_level_instancing_triangle_data,3012
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_barycentric_coord_intersection_query_multi_level_instancing_triangle_data_curve_data,3028
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_parameter_intersection_query_curve_data,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_parameter_intersection_query_triangle_data_curve_data,3684
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_parameter_intersection_query_instancing_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_parameter_intersection_query_instancing_triangle_data_curve_data,3844
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_parameter_intersection_query_multi_level_instancing_curve_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_parameter_intersection_query_multi_level_instancing_triangle_data_curve_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_is_candidate_triangle_front_facing_intersection_query_triangle_data,3700
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_is_candidate_triangle_front_facing_intersection_query_instancing_triangle_data,3860
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_is_candidate_triangle_front_facing_intersection_query_triangle_data_curve_data,3732
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_is_candidate_triangle_front_facing_intersection_query_instancing_triangle_data_curve_data,3876
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_is_candidate_triangle_front_facing_intersection_query_multi_level_instancing_triangle_data,4148
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_is_candidate_triangle_front_facing_intersection_query_multi_level_instancing_triangle_data_curve_data,4164
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_distance_intersection_query,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_distance_intersection_query_triangle_data,3668
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_distance_intersection_query_instancing,3796
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_distance_intersection_query_instancing_triangle_data,3828
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_distance_intersection_query_curve_data,3668
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_distance_intersection_query_triangle_data_curve_data,3684
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_distance_intersection_query_instancing_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_distance_intersection_query_instancing_triangle_data_curve_data,3844
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_distance_intersection_query_multi_level_instancing,4084
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_distance_intersection_query_multi_level_instancing_triangle_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_distance_intersection_query_multi_level_instancing_curve_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_triangle_distance_intersection_query_multi_level_instancing_triangle_data_curve_data,4132
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_distance_intersection_query,3636
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_distance_intersection_query_triangle_data,3668
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_distance_intersection_query_instancing,3796
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_distance_intersection_query_instancing_triangle_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_distance_intersection_query_curve_data,3652
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_distance_intersection_query_triangle_data_curve_data,3684
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_distance_intersection_query_instancing_curve_data,3812
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_distance_intersection_query_instancing_triangle_data_curve_data,3844
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_distance_intersection_query_multi_level_instancing,4084
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_distance_intersection_query_multi_level_instancing_triangle_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_distance_intersection_query_multi_level_instancing_curve_data,4100
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_curve_distance_intersection_query_multi_level_instancing_triangle_data_curve_data,4116
MTLRaytracingRuntime.rtlib,__air_raytracing_impl_get_candidate_ray_origin_intersection_query,2740
