scene,file,symbol,builtin,stage1_source
P08M40,probe.metal,probe_p08m_iq_30,__metal_get_committed_instance_count_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_iq_31,__metal_get_committed_instance_id_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_iq_32,__metal_get_committed_intersection_type_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_iq_33,__metal_get_committed_object_to_world_transform_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_iq_34,__metal_get_committed_primitive_id_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_iq_35,__metal_get_committed_ray_direction_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_iq_36,__metal_get_committed_ray_origin_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_iq_37,__metal_get_committed_triangle_barycentric_coord_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_iq_38,__metal_get_committed_user_instance_id_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_iq_39,__metal_get_committed_world_to_object_transform_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_irr_40,__metal_get_curve_parameter_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_irr_41,__metal_get_distance_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_irr_42,__metal_get_geometry_id_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_as_43,__metal_get_instance_count_instance_acceleration_structure,auto_construct
P08M40,probe.metal,probe_p08m_irr_44,__metal_get_instance_count_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_irr_45,__metal_get_instance_id_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_iq_46,__metal_get_intersection_params_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_as_47,__metal_get_null_instance_acceleration_structure,auto_construct
P08M40,probe.metal,probe_p08m_irr_48,__metal_get_object_to_world_transform_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_irr_49,__metal_get_primitive_id_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_irr_50,__metal_get_ray_direction_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_iq_51,__metal_get_ray_min_distance_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_irr_52,__metal_get_ray_min_distance_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_irr_53,__metal_get_ray_origin_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_ir_54,__metal_get_size_intersection_function_table,auto_construct
P08M40,probe.metal,probe_p08m_irr_55,__metal_get_triangle_barycentric_coord_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_irr_56,__metal_get_type_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_irr_57,__metal_get_user_instance_id_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_iq_58,__metal_get_world_space_ray_direction_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_iq_59,__metal_get_world_space_ray_origin_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_irr_60,__metal_get_world_to_object_transform_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_iq_61,__metal_is_candidate_non_opaque_bounding_box_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_iq_62,__metal_is_candidate_triangle_front_facing_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_iq_63,__metal_is_committed_triangle_front_facing_intersection_query,auto_construct
P08M40,probe.metal,probe_p08m_irr_64,__metal_is_triangle_front_facing_intersection_result,auto_construct
P08M40,probe.metal,probe_p08m_cc_65,__metal_reset_compute_command,auto_construct
P08M40,probe.metal,probe_p08m_rc_66,__metal_reset_render_command,auto_construct
P08M40,probe.metal,probe_p08m_cc_67,__metal_set_barrier_compute_command,auto_construct
P08M40,probe.metal,probe_p08m_rc_68,__metal_set_barrier_render_command,auto_construct
P08M40,probe.metal,probe_p08m_rc_69,__metal_set_cull_mode_render_command,auto_construct
P08M40,probe.metal,probe_p08m_rc_70,__metal_set_depth_bias_render_command,auto_construct
P08M40,probe.metal,probe_p08m_rc_71,__metal_set_depth_clip_mode_render_command,auto_construct
P08M40,probe.metal,probe_p08m_rc_72,__metal_set_depth_stencil_state_render_command,auto_construct
P08M40,probe.metal,probe_p08m_rc_73,__metal_set_front_facing_winding_render_command,auto_construct
P08M40,probe.metal,probe_p08m_cc_74,__metal_set_imageblock_size_compute_command,auto_construct
P08M40,probe.metal,probe_p08m_rc_75,__metal_set_object_threadgroup_memory_length_render_command,auto_construct
P08M40,probe.metal,probe_p08m_cc_76,__metal_set_stage_in_region_compute_command,auto_construct
P08M40,probe.metal,probe_p08m_cc_77,__metal_set_threadgroup_memory_length_compute_command,auto_construct
P08M40,probe.metal,probe_p08m_rc_78,__metal_set_triangle_fill_mode_render_command,auto_construct
P08M40,probe.metal,probe_p08m_vote_79,__metal_simd_vote_all,auto_construct
P08M40,probe.metal,probe_p08m_vote_80,__metal_simd_vote_any,auto_construct
P08M40,probe.metal,probe_p08m_type_81,__metal_compute_pipeline_state_t,auto_type_passthrough
P08M40,probe.metal,probe_p08m_type_82,__metal_depth_stencil_state_t,auto_type_passthrough
P08M40,probe.metal,probe_p08m_type_83,__metal_intersection_function_table_t,auto_type_passthrough
P08M40,probe.metal,probe_p08m_type_84,__metal_render_pipeline_state_t,auto_type_passthrough
