scene,file,symbol,builtin,stage1_source
P08M40v3,probe.metal,probe_p08m_rc_0,__metal_draw_indexed_patches_render_command,auto_construct
P08M40v3,probe.metal,probe_p08m_rc_1,__metal_draw_indexed_primitives_render_command,auto_construct
P08M40v3,probe.metal,probe_p08m_rc_2,__metal_draw_patches_render_command,auto_construct
P08M40v3,probe.metal,probe_p08m_iq_3,__metal_get_candidate_instance_count_intersection_query,auto_construct
P08M40v3,probe.metal,probe_p08m_iq_4,__metal_get_committed_instance_count_intersection_query,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_5,__metal_get_curve_parameter_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_6,__metal_get_distance_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_7,__metal_get_geometry_id_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_8,__metal_get_instance_count_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_9,__metal_get_instance_id_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_10,__metal_get_object_to_world_transform_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_11,__metal_get_primitive_id_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_12,__metal_get_ray_direction_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_13,__metal_get_ray_min_distance_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_14,__metal_get_ray_origin_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_ir_15,__metal_get_size_intersection_function_table,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_16,__metal_get_triangle_barycentric_coord_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_17,__metal_get_type_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_18,__metal_get_user_instance_id_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_19,__metal_get_world_to_object_transform_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_ip_20,__metal_interpolate_center_no_perspective,auto_construct
P08M40v3,probe.metal,probe_p08m_ip_21,__metal_interpolate_center_perspective,auto_construct
P08M40v3,probe.metal,probe_p08m_ip_22,__metal_interpolate_centroid_no_perspective,auto_construct
P08M40v3,probe.metal,probe_p08m_ip_23,__metal_interpolate_centroid_perspective,auto_construct
P08M40v3,probe.metal,probe_p08m_ip_24,__metal_interpolate_offset_no_perspective,auto_construct
P08M40v3,probe.metal,probe_p08m_ip_25,__metal_interpolate_offset_perspective,auto_construct
P08M40v3,probe.metal,probe_p08m_ip_26,__metal_interpolate_sample_no_perspective,auto_construct
P08M40v3,probe.metal,probe_p08m_ip_27,__metal_interpolate_sample_perspective,auto_construct
P08M40v3,probe.metal,probe_p08m_irr_28,__metal_is_triangle_front_facing_intersection_result,auto_construct
P08M40v3,probe.metal,probe_p08m_ir_29,__metal_set_buffer_intersection_function_table,auto_construct
P08M40v3,probe.metal,probe_p08m_rc_30,__metal_set_fragment_buffer_render_command,auto_construct
P08M40v3,probe.metal,probe_p08m_rc_31,__metal_set_front_facing_winding_render_command,auto_construct
P08M40v3,probe.metal,probe_p08m_cc_32,__metal_set_kernel_buffer_compute_command,auto_construct
P08M40v3,probe.metal,probe_p08m_rc_33,__metal_set_mesh_buffer_render_command,auto_construct
P08M40v3,probe.metal,probe_p08m_rc_34,__metal_set_object_buffer_render_command,auto_construct
P08M40v3,probe.metal,probe_p08m_rc_35,__metal_set_vertex_buffer_render_command,auto_construct
P08M40v3,probe.metal,probe_p08m_type_36,__metal_compute_pipeline_state_t,auto_type_passthrough
P08M40v3,probe.metal,probe_p08m_type_37,__metal_depth_stencil_state_t,auto_type_passthrough
P08M40v3,probe.metal,probe_p08m_type_38,__metal_intersection_function_table_t,auto_type_passthrough
P08M40v3,probe.metal,probe_p08m_type_39,__metal_intersection_result_t,auto_type_passthrough
P08M40v3,probe.metal,probe_p08m_type_40,__metal_render_pipeline_state_t,auto_type_passthrough
P08M40v3,probe.metal,probe_p08m_type_41,__metal_visible_function_table_t,auto_type_passthrough
